statement,source,link,veracity,text,class
"""When Social Security was passed, there were all kinds of lawsuits,"" just as there have been in the legal battle over the new health care law.",Barack Obama,/web/20180119175317/http://www.politifact.com/truth-o-meter/statements/2010/dec/15/barack-obama/barack-obama-compares-legal-battle-over-health-car/,True, social security pass kind lawsuit legal battle new health care law,1
"Sen. Jim Webb ""persists on negating"" Sen. Mark Warner’s votes",George Allen,/web/20180119175317/http://www.politifact.com/virginia/statements/2010/dec/15/george-allen/george-allen-says-sen-jim-webb-negates-votes-sen-m/,False,sen jim webb persist negating sen mark warner vote,0
"Says Lee Leffingwell has been mayor of Austin, Texas ""for about as long as Sarah Palin was governor of Alaska.""",Paul Begala,/web/20180119175317/http://www.politifact.com/texas/statements/2010/dec/15/paul-begala/democratic-wag-paul-begala-says-austin-mayor-lee-l/,False,say lee leffingwell mayor austin texas long sarah palin governor alaska ,0
"The tax cut deal is giving ""$700 billion to millionaires and billionaires.""",Sherrod Brown,/web/20180119175317/http://www.politifact.com/ohio/statements/2010/dec/15/sherrod-brown/sen-sherrod-brown-overstates-amount-millionaires-a/,False,tax cut deal give 700 billion millionaire billionaire ,0
"""[State Rep. Doug McKillip’s] donors deserve a refund.""",Jane Kidd,/web/20180119175317/http://www.politifact.com/georgia/statements/2010/dec/15/jane-kidd/party-switchers-anger-leaders-dont-have-refund-con/,False, state rep doug mckillip donor deserve refund ,0
Mt. Hood Community College is No. 1 on average and top faculty pay and benefits.,Mt. Hood Community College,/web/20180119175317/http://www.politifact.com/oregon/statements/2010/dec/15/mt-hood-community-college/mhcc-says-it-cant-afford-salaries-we-can-no-longer/,Mostly True,mt hood community college 1 average faculty pay benefit,1
"""On the question on the DREAM Act, no -- no to granting lower tuition to illegals.""",John Mica,/web/20180119175317/http://www.politifact.com/florida/statements/2010/dec/14/john-mica/florida-congressman-says-dream-act-means-lower-tui/,False, question dream act grant low tuition illegal ,0
"""One in 19 Americans today get SSDI or SSI. That's one in 19 Americans (who) are disabled.""",Tom Coburn,/web/20180119175317/http://www.politifact.com/truth-o-meter/statements/2010/dec/14/tom-coburn/tom-coburn-says-one-every-19-americans-gets-ssdi-o/,Mostly True, 19 americans today ssdi ssi s 19 americans disabled ,1
"Under the compromise tax agreement, ""99.7% of American families will not pay 1 nickel in an estate tax.""",Bernie Sanders,/web/20180119175317/http://www.politifact.com/truth-o-meter/statements/2010/dec/14/bernie-s/sen-bernie-sanders-says-997-american-families-woul/,True,compromise tax agreement 99 7 american family pay 1 nickel estate tax ,1
"Governor-elect Scott Walker’s opposition to high-speed rail ""killed 13,000 Wisconsin jobs""",Democratic Party of Wisconsin,/web/20180119175320/http://www.politifact.com/wisconsin/statements/2010/dec/14/state-democratic-party-wisconsin/democratic-party-says-scott-walker-killed-13000-jo/,Pants on Fire!,governor elect scott walker opposition high speed rail kill 13 000 wisconsin job,0
"Beaverton ""enjoys the most diverse population (by percentage of population) among Oregon cities.""",Beaverton,/web/20180119175320/http://www.politifact.com/oregon/statements/2010/dec/14/city-beaverton/beaverton-tries-take-mantle-oregons-most-diverse-c/,False,beaverton enjoy diverse population percentage population oregon city ,0
"""Toledo … is fourth in the nation behind much bigger cities — Miami, Las Vegas, Portland — in number of human trafficking arrests and rescues.""",Teresa Fedor,/web/20180119175320/http://www.politifact.com/ohio/statements/2010/dec/14/teresa-fedor/state-sen-teresa-foder-laments-seriousness-human-t/,Mostly False, toledo … fourth nation big city — miami las vegas portland — number human trafficking arrest rescue ,0
"The Atlanta Braves are ""the oldest continuously operating professional sports franchise in America.""",Atlanta Braves,/web/20180119175320/http://www.politifact.com/georgia/statements/2010/dec/14/atlanta-braves/braves-go-back-back-back/,True,atlanta brave old continuously operate professional sport franchise america ,1
"The Obama-GOP compromise ""raises taxes, it raises the death tax.""",Jim DeMint,/web/20180119175320/http://www.politifact.com/truth-o-meter/statements/2010/dec/13/jim-demint/sen-jim-demint-says-proposed-tax-compromise-includ/,Mostly False,obama gop compromise raise taxis raise death tax ,0
"""A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.""",Debbie Wasserman Schultz,/web/20180119175320/http://www.politifact.com/florida/statements/2010/dec/13/debbie-wasserman-schultz/wasserman-schultz-says-expanding-drilling-would-ha/,True, 5 percent increase domestic production increase world supply 1 percent dependence foreign oil virtually effect price gas pump ,1
"""I have always been focused on reining in the deficit.""",Herb Kohl,/web/20180119175320/http://www.politifact.com/wisconsin/statements/2010/dec/13/herb-kohl/us-sen-herb-kohl-says-hes-always-been-focused-redu/,Mostly False, focus rein deficit ,0
"Says Joe Straus ""was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.""",Donna Garner,/web/20180119175320/http://www.politifact.com/texas/statements/2010/dec/13/donna-garner/conservative-education-activist-donna-garner-says-/,Pants on Fire!,say joe straus co author bill allow planned parenthood control public school sex education ,0
"""Sixteen [federal] programs exist to fight homelessness"" and some of them are duplicative.",Jack Kingston,/web/20180119175320/http://www.politifact.com/georgia/statements/2010/dec/13/jack-kingston/congressman-asks-how-many-federal-programs-does-it/,Mostly True, sixteen federal program exist fight homelessness duplicative,1
"State employees in Wisconsin earn ""about 8 percent less"" than if they worked in the private sector.",Bryan Kennedy,/web/20180119175320/http://www.politifact.com/wisconsin/statements/2010/dec/12/bryan-kennedy/union-leader-says-wisconsin-state-employees-earn-a/,False,state employee wisconsin earn 8 percent work private sector,0
"Says federal health care overhaul will cost Texas state government ""upwards of $30 billion over the next 10 years.""",Rick Perry,/web/20180119175320/http://www.politifact.com/texas/statements/2010/dec/12/rick-perry/gov-rick-perry-says-federal-health-care-overhaul-c/,Mostly False,say federal health care overhaul cost texas state government upwards 30 billion 10 year ,0
Rhode Island spends less than 10 percent of what the average state spends promoting tourism.,Mark Brodeur,/web/20180119175320/http://www.politifact.com/rhode-island/statements/2010/dec/12/mark-brodeur/tourism-director-says-rhode-island-spends-just-10-/,Mostly True,rhode island spend 10 percent average state spend promote tourism,1
"The Bush-era tax cuts failed to increase employment and ""work-force participation fell in 2001 and has never returned to the record level set in 2000.""",Jim Moran,/web/20180119175320/http://www.politifact.com/virginia/statements/2010/dec/11/jim-moran/rep-jim-moran-says-bush-tax-cuts-did-not-improve-e/,Mostly True,bush era tax cut fail increase employment work force participation fall 2001 return record level set 2000 ,1
"You ""can't check out a library book without a photo ID.""",David Dewhurst,/web/20180119175320/http://www.politifact.com/texas/statements/2010/dec/11/david-dewhurst/david-dewhurst-says-you-cant-check-out-library-boo/,Mostly False, t check library book photo d ,0
"""Last year, ExxonMobil made $19 billion in profit. Guess what. They paid zero in taxes. They got a $156 million refund from the IRS.""",Bernie Sanders,/web/20180119175320/http://www.politifact.com/truth-o-meter/statements/2010/dec/10/bernie-s/bernie-sanders-filibuster-exxon-mobil/,False, year exxonmobil 19 billion profit guess pay zero taxis get 156 million refund irs ,0
"The state has ""less employees this year than we did last year.""",Bill Montford,/web/20180119175320/http://www.politifact.com/florida/statements/2010/dec/10/bill-montford/democrat-senator-says-state-already-cutting-jobs-c/,Mostly True,state employee year year ,1
"In 2007, ""the top 1 percent of all income earners in the United States made 23.5 percent of all income,"" which is ""more than the entire bottom 50 percent.""",Bernie Sanders,/web/20180119175320/http://www.politifact.com/truth-o-meter/statements/2010/dec/10/bernie-s/bernie-sanders-viral-speech-says-top-1-percent-ear/,True,2007 1 percent income earner united states 23 5 percent income entire 50 percent ,1
"Eliminating the state tax on health savings accounts will ""make it easier for small business owners to provide health insurance to their employees.""",Scott Walker,/web/20180119175320/http://www.politifact.com/wisconsin/statements/2010/dec/10/scott-walker/scott-walker-says-eliminating-state-tax-health-sav/,Mostly False,eliminate state tax health saving account easy small business owner provide health insurance employee ,0
"Oregonians have an ""amazing no-cost way to fight abortion"" with free political donations",Oregon Right to Life PAC,/web/20180119175323/http://www.politifact.com/oregon/statements/2010/dec/10/oregon-right-life-pac/oregon-right-life-encourages-oregonians-take-advan/,True,oregonian amazing cost way fight abortion free political donation,1
"""I think [a little] less than half of the people in our prisons are in there for less than a year.  ... We have people who are check kiters and don't pay child support and we are locking them up in the state pen.""",John Kasich,/web/20180119175323/http://www.politifact.com/ohio/statements/2010/dec/10/john-kasich/gov-elect-john-kasich-correct-nearly-half-ohios-in/,True, think little half people prison year   people check kiter don t pay child support lock state pen ,1
"In the case of a catastrophic event, the Atlanta-area offices of the Centers for Disease Control and Prevention will self-destruct.",The Walking Dead,/web/20180119175323/http://www.politifact.com/georgia/statements/2010/dec/10/walking-dead/hit-series-shows-cdc-blows-after-zombie-apocalypse/,Pants on Fire!,case catastrophic event atlanta area office center disease control prevention self destruct,0
